ANNO,TRIMESTRE,MES_DEL_TRIMESTRE,ID_SEGMENTO,SEGMENTO,ID_EMPRESA,EMPRESA,ID_TERMINAL,TERMINAL,ID_TECNOLOGIA,TECNOLOGIA,CANTIDAD_SUSCRIPTORES
2013,1,2,2,Empresas,800153993,COMUNICACION CELULAR S A COMCEL S A,1,Teléfono Móvil,2,3G,338969
2013,1,2,2,Empresas,800153993,COMUNICACION CELULAR S A COMCEL S A,1,Teléfono Móvil,3,4G,0
2013,1,2,2,Empresas,800153993,COMUNICACION CELULAR S A COMCEL S A,2,Data card,1,2G,2
2013,1,2,2,Empresas,800153993,COMUNICACION CELULAR S A COMCEL S A,2,Data card,2,3G,933
2013,1,2,2,Empresas,800153993,COMUNICACION CELULAR S A COMCEL S A,2,Data card,3,4G,0
2013,1,3,1,Personas,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,2,Data Card,1,2G,447
2013,1,3,1,Personas,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,2,Data Card,2,3G,62757
2013,1,3,1,Personas,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,2,Data Card,3,4G,47256
2013,1,3,2,Empresas,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,2,Data Card,2,3G,93
2013,1,3,2,Empresas,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,2,Data Card,3,4G,10096
